ID,Series,Repeat,Ambient Humidity,Ambient Temperature,ECSt mAU,gH+,Leaf Temperature Differential,LEF,Light Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,vH+,time,id?,Time of Day,User,Device ID,Label,Treatment,dayspostdrought,weight,Rating ,Rootbiomass,Shootbiomass,Species
3180262,Whole Data Set,1,17.28027,31.11,0.00073,116.382,2.08,80.38,329.559,0.541,0.542,0.297,0.161,0.637,0.087,0.132,0.781,0.085,12/23/22 12:31,38,12.53,Zachary Noel,31:f4:e8:3e,38,OEO-196,22,,3,,,L. elongata OEO-196
3180263,Whole Data Set,1,16.43848,31.3,0.00057,120.25,1.47,59.75,222.768,1.223,0.596,0.182,0.222,0.623,-0.013,-0.198,1.211,0.069,12/23/22 12:32,39,12.54083333,Zachary Noel,31:f4:e8:3e,39,OEO-198,22,,4,,,L. elongata OEO-198
3180264,Whole Data Set,1,15.7998,31.42,0.00105,51.876,2.13,55.85,354.573,1.052,0.35,0.317,0.333,1.984,0.116,0.452,0.432,0.054,12/23/22 12:33,40,12.55055556,Zachary Noel,31:f4:e8:3e,40,DF,22,,3,,,control drought
3180266,Whole Data Set,1,15.35645,31.61,0.00011,-4869.397,2.14,12.25,38.733,0.454,0.703,0.204,0.093,1.395,0.208,0.371,0.421,-0.536,12/23/22 12:33,41,12.56472222,Zachary Noel,31:f4:e8:3e,41,OEO-304,22,98.19,4,,,M. calciphila OEO-304
3180267,Whole Data Set,1,14.93555,31.74,0.00015,500.275,2.07,18.08,54.159,0.315,0.742,0.197,0.062,2.526,0.383,0.572,0.044,0.075,12/23/22 12:34,42,12.57833333,Zachary Noel,31:f4:e8:3e,42,DF,22,115.96,1,,,control drought
3180268,Whole Data Set,1,14.42773,31.81,0.00023,184.801,2,30.98,96.558,0.309,0.713,0.219,0.068,1.683,-0.125,0.526,0.6,0.043,12/23/22 12:35,43,12.58805556,Zachary Noel,31:f4:e8:3e,43,NVP5,22,108.37,4,,,M. elongata NVP
3180270,Whole Data Set,1,15.0752,31.9,0.00012,-3702.034,0.29,3.05,9.503,0.552,0.713,0.185,0.102,-0.354,-1.672,2.897,-0.224,-0.444,12/23/22 12:35,44,12.5975,Zachary Noel,31:f4:e8:3e,44,OEO-196,22,108.51,2,,,L. elongata OEO-196
3180271,Whole Data Set,1,13.97266,32.01,0.00011,1576.544,1.62,1,3.079,0.454,0.722,0.191,0.087,1.603,0.005,0.701,0.294,0.173,12/23/22 12:36,45,12.60638889,Zachary Noel,31:f4:e8:3e,45,OEO-305,22,106.29,3,,,M. alpina OEO-305
3180272,Whole Data Set,1,15.34961,32.11,0.00108,60.479,1.64,50.45,263.78,1.714,0.425,0.212,0.363,0.249,0.817,-2.604,2.788,0.065,12/23/22 12:36,46,12.61527778,Zachary Noel,31:f4:e8:3e,46,NDF,22,276.81,0,,,control No-drought
3180273,Whole Data Set,1,15.23145,32.22,0.00017,39.191,1.45,4.81,15.073,0.633,0.709,0.178,0.113,1.895,0.213,0.631,0.156,0.007,12/23/22 12:37,47,12.62388889,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,22,103.22,4,,,P. citrinum CCH_F37_B
3180275,Whole Data Set,1,16.00098,32.32,0.00077,96.86,0.13,56.98,215.728,0.888,0.587,0.219,0.194,0.944,0.147,0.279,0.574,0.075,12/23/22 12:37,48,12.63305556,Zachary Noel,31:f4:e8:3e,48,OEO-198,22,108.89,3,,,L. elongata OEO-198
3182461,Whole Data Set,1,18.50781,21.6,0.00124,36.596,7.41,39.43,301.092,3.248,0.291,0.167,0.542,2.368,0.455,-0.044,0.589,0.045,12/26/22 19:42,1,19.71444444,Zachary Noel,31:f4:e8:3e,1,OEO-196,25,,2,,,L. elongata OEO-196
3182462,Whole Data Set,1,20.87402,21.72,0.00013,-135.774,6.99,1.39,5.725,3.338,0.538,0.106,0.355,0.85,0.364,0.285,0.352,-0.018,12/26/22 19:43,2,19.72277778,Zachary Noel,31:f4:e8:3e,2,NDF,25,190.82,0,,,control No-drought
3182463,Whole Data Set,1,22.79492,21.95,0.00007,240.294,1.9,2.45,13.755,2.414,0.396,0.177,0.427,2.762,0.6,0.082,0.318,0.017,12/26/22 19:43,3,19.73055556,Zachary Noel,31:f4:e8:3e,3,DF,25,na,4,,,control drought
3182464,Whole Data Set,1,22.33398,22.48,0.00021,132.911,1.89,0.87,3.196,1.32,0.603,0.171,0.226,1.628,0.323,0.268,0.41,0.028,12/26/22 19:44,4,19.74916667,Zachary Noel,31:f4:e8:3e,4,OEO-198,25,na,4,,,L. elongata OEO-198
3182465,Whole Data Set,1,21.99805,22.89,0.00047,49.742,2.02,24.77,440.401,2.901,0.125,0.224,0.651,1.657,0.044,0.491,0.465,0.023,12/26/22 19:45,5,19.76305556,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,25,na,4,,,P. citrinum CCH_F37_B
3182466,Whole Data Set,1,22.54102,23.28,0.00155,18.719,2.19,25.73,201.305,1.525,0.284,0.283,0.432,2.816,0.341,0.276,0.383,0.029,12/26/22 19:46,6,19.77555556,Zachary Noel,31:f4:e8:3e,6,OEO-305,25,na,4,,,M. alpina OEO-305
3182467,Whole Data Set,1,22.14551,23.69,0.00097,48.359,2.26,37.41,306.787,2.337,0.271,0.218,0.51,2.243,0.249,0.273,0.478,0.047,12/26/22 19:47,7,19.78916667,Zachary Noel,31:f4:e8:3e,7,NVP5,25,na,4,,,M. elongata NVP
3182468,Whole Data Set,1,22.74512,24.01,0.00102,28.984,2.46,26.28,264.253,2.364,0.221,0.232,0.547,2.669,1.25,0.335,-0.585,0.03,12/26/22 19:47,8,19.79916667,Zachary Noel,31:f4:e8:3e,8,OEO-304,25,na,3,,,M. calciphila OEO-304
3182469,Whole Data Set,1,21.00879,24.6,0.00015,415.349,5.59,0.79,2.491,0.707,0.705,0.173,0.122,0.625,0.55,0.4,0.05,0.062,12/26/22 19:49,9,19.81944444,Zachary Noel,31:f4:e8:3e,9,NDF,25,210.66,0,,,control No-drought
3182470,Whole Data Set,1,20.88965,24.85,0.00015,399.585,2.86,1.25,4.313,1.246,0.645,0.158,0.197,1.967,0.388,0.461,0.152,0.06,12/26/22 19:49,10,19.83027778,Zachary Noel,31:f4:e8:3e,10,OEO-305,25,na,4,,,M. alpina OEO-305
3182471,Whole Data Set,1,19.62207,25.1,0.00015,92.326,4.13,0.59,2.248,1.469,0.579,0.171,0.251,2.357,0.339,0.297,0.364,0.014,12/26/22 19:50,11,19.83944444,Zachary Noel,31:f4:e8:3e,11,DF,25,na,4,,,control drought
3182472,Whole Data Set,1,19.02539,25.4,0.00008,0,2.41,2.38,7.812,0.884,0.677,0.172,0.152,2.109,0.209,0.693,0.098,0,12/26/22 19:50,12,19.84888889,Zachary Noel,31:f4:e8:3e,12,OEO-198,25,na,3,,,L. elongata OEO-198
3182473,Whole Data Set,1,18.96777,25.73,0.00016,93.361,2.44,30.29,137.916,1.608,0.488,0.197,0.316,1.558,0.446,0.038,0.516,0.015,12/26/22 19:51,13,19.85833333,Zachary Noel,31:f4:e8:3e,13,OEO-304,25,na,3,,,M. calciphila OEO-304
3182474,Whole Data Set,1,19.04004,26.03,0.00078,59.753,2.54,31.62,235.773,4.02,0.298,0.14,0.562,1.437,0.383,0.058,0.559,0.047,12/26/22 19:52,14,19.86916667,Zachary Noel,31:f4:e8:3e,14,OEO-196,25,na,4,,,L. elongata OEO-196
3182475,Whole Data Set,1,18.42871,26.32,0.00086,54.17,2.69,27.64,304.052,3.548,0.202,0.175,0.622,2.479,0.185,0.093,0.722,0.047,12/26/22 19:52,15,19.87916667,Zachary Noel,31:f4:e8:3e,15,NVP5,25,na,5,,,M. elongata NVP
3182476,Whole Data Set,1,18.4873,26.58,0.00055,65.053,5.23,20.67,144.02,2.308,0.319,0.206,0.475,1.937,0.668,-0.227,0.559,0.036,12/26/22 19:53,16,19.88722222,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,25,na,3,,,P. citrinum CCH_F37_B
3182477,Whole Data Set,1,17.58789,26.91,0.00012,322.849,2.96,1.38,4.241,0.533,0.724,0.18,0.096,0.912,0.249,0.463,0.288,0.039,12/26/22 19:54,17,19.90166667,Zachary Noel,31:f4:e8:3e,17,OEO-305,25,na,2,,,M. alpina OEO-305
3182478,Whole Data Set,1,17.27051,27.08,0.00008,-2440.141,2.71,1.35,3.948,0.438,0.759,0.167,0.073,0.681,0.384,-0.004,0.619,-0.195,12/26/22 19:54,18,19.91027778,Zachary Noel,31:f4:e8:3e,18,NDF,25,247.56,0,,,control No-drought
3182479,Whole Data Set,1,16.83496,27.31,0.00014,324.044,2.56,0.82,2.948,0.901,0.618,0.201,0.181,2.061,0.482,0.357,0.161,0.045,12/26/22 19:55,19,19.91888889,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,25,na,4,,,P. citrinum CCH_F37_B
3182480,Whole Data Set,1,16.71289,27.57,0.00013,133.277,2.4,0.88,3.244,1.972,0.604,0.133,0.263,1.588,0.318,0.323,0.358,0.017,12/26/22 19:55,20,19.92888889,Zachary Noel,31:f4:e8:3e,20,OEO-304,25,na,4,,,M. calciphila OEO-304
3182481,Whole Data Set,1,16.43262,27.81,0.0016,39.536,2.48,56.63,497.366,1.876,0.253,0.26,0.488,1.62,0.136,-0.018,0.883,0.063,12/26/22 19:56,21,19.94027778,Zachary Noel,31:f4:e8:3e,21,OEO-196,25,na,4,,,L. elongata OEO-196
3182482,Whole Data Set,1,16.81152,27.98,0.00113,47.768,2.85,43.63,283.47,2.44,0.342,0.191,0.467,2.33,0.246,0.231,0.523,0.054,12/26/22 19:56,22,19.94805556,Zachary Noel,31:f4:e8:3e,22,DF,25,na,3,,,control drought
3182483,Whole Data Set,1,17.18066,28.18,0.00181,48.991,2.61,52.66,387.457,2.951,0.302,0.177,0.521,1.591,0.107,0.127,0.766,0.089,12/26/22 19:57,23,19.95611111,Zachary Noel,31:f4:e8:3e,23,NVP5,25,na,3,,,M. elongata NVP
3182484,Whole Data Set,1,17.38086,28.38,0.00232,33.79,2.55,55.22,573.413,5.294,0.214,0.125,0.661,1.387,0.092,-0.095,1.003,0.078,12/26/22 19:57,24,19.965,Zachary Noel,31:f4:e8:3e,24,OEO-198,25,na,2,,,L. elongata OEO-198
3182485,Whole Data Set,1,15.26855,28.65,0.00048,49.637,2.74,15.72,63.532,1.153,0.55,0.209,0.241,2.034,0.41,0.378,0.212,0.024,12/26/22 19:58,25,19.98027778,Zachary Noel,31:f4:e8:3e,25,OEO-198,25,na,4,,,L. elongata OEO-198
3182486,Whole Data Set,1,16.56445,28.78,0.00086,58.525,2.55,41.26,232.721,1.595,0.394,0.233,0.372,0.661,0.972,-1.23,1.258,0.05,12/26/22 19:59,26,19.98833333,Zachary Noel,31:f4:e8:3e,26,OEO-304,25,na,3,,,M. calciphila OEO-304
3182487,Whole Data Set,1,17.66699,28.92,0.00018,275.616,2.51,23.02,79.074,0.757,0.647,0.201,0.152,0.309,0.079,-0.219,1.14,0.05,12/26/22 19:59,27,19.9975,Zachary Noel,31:f4:e8:3e,27,NDF,25,233.21,0,,,control No-drought
3182488,Whole Data Set,1,17.68555,29.07,0.00079,75.639,2.4,35.75,252.201,0.586,0.315,0.432,0.253,0.899,0.24,-0.058,0.818,0.06,12/26/22 20:00,28,20.00527778,Zachary Noel,31:f4:e8:3e,28,OEO-196,25,na,3,,,L. elongata OEO-196
3182489,Whole Data Set,1,15.56641,29.25,0.00117,37.918,2.42,38.35,321.585,1.383,0.265,0.308,0.426,2.117,0.303,0.287,0.411,0.044,12/26/22 20:00,29,20.015,Zachary Noel,31:f4:e8:3e,29,OEO-305,25,na,3,,,M. alpina OEO-305
3182490,Whole Data Set,1,16.53906,29.42,0.00166,43.08,1.69,55.42,530.823,5.814,0.232,0.113,0.655,1.222,0.096,0.178,0.726,0.072,12/26/22 20:01,30,20.02416667,Zachary Noel,31:f4:e8:3e,30,NVP5,25,na,4,,,M. elongata NVP
3182491,Whole Data Set,1,16.09961,29.62,0.00084,45.286,2.15,38.45,336.408,1.761,0.254,0.27,0.476,2.885,0.221,0.264,0.515,0.038,12/26/22 20:01,31,20.03277778,Zachary Noel,31:f4:e8:3e,31,DF,25,na,4,,,control drought
3182492,Whole Data Set,1,17.02441,29.78,0.0019,26.168,1.65,49.82,318.15,3.505,0.348,0.145,0.507,1.673,0.499,0.137,0.364,0.05,12/26/22 20:02,32,20.04222222,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,25,na,3,,,P. citrinum CCH_F37_B
3182493,Whole Data Set,1,14.81934,30.05,0.0001,211.668,1.62,10.3,29.535,0.274,0.775,0.177,0.048,0.254,2.757,-2.736,0.979,0.021,12/26/22 20:03,33,20.05666667,Zachary Noel,31:f4:e8:3e,33,NDF,25,130.85,0,,,control No-drought
3182494,Whole Data Set,1,14.55664,30.13,0.00031,39.511,0.98,4.66,21.182,2.793,0.489,0.135,0.376,1.281,0.364,0.108,0.528,0.012,12/26/22 20:03,34,20.06583333,Zachary Noel,31:f4:e8:3e,34,OEO-305,25,na,3,,,M. alpina OEO-305
3182495,Whole Data Set,1,14.84961,30.22,0.00065,50.739,1.17,19.2,129.714,0.945,0.329,0.345,0.326,1.957,0.327,0.29,0.383,0.033,12/26/22 20:04,35,20.07444444,Zachary Noel,31:f4:e8:3e,35,NVP5,25,na,3,,,M. elongata NVP
3182496,Whole Data Set,1,15.05859,30.3,0.00049,38.338,1.33,10.63,87.845,5.913,0.269,0.106,0.626,1.532,0.31,-0.112,0.803,0.019,12/26/22 20:05,36,20.08361111,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,25,na,4,,,P. citrinum CCH_F37_B
3182497,Whole Data Set,1,13.26758,30.36,0.00005,191.646,1.41,4.23,240.805,48.919,0.039,0.019,0.941,-0.996,0.062,1.426,-0.488,0.01,12/26/22 20:05,37,20.09277778,Zachary Noel,31:f4:e8:3e,37,OEO-304,25,na,5,,,M. calciphila OEO-304
3182498,Whole Data Set,1,13.51074,30.4,0.00003,-182.263,1.23,4.52,323.845,58.606,0.031,0.016,0.952,-0.251,-1.376,2.708,-0.332,-0.005,12/26/22 20:06,38,20.10166667,Zachary Noel,31:f4:e8:3e,38,OEO-196,25,na,5,,,L. elongata OEO-196
3182499,Whole Data Set,1,13.5127,30.43,0.00003,1046.991,1,7.01,293.788,36.798,0.053,0.025,0.922,-0.406,-0.181,1.741,-0.56,0.031,12/26/22 20:06,39,20.11083333,Zachary Noel,31:f4:e8:3e,39,OEO-198,25,na,5,,,L. elongata OEO-198
3182500,Whole Data Set,1,13.76758,30.48,-0.00011,-513.719,0.85,4.52,304.248,50.173,0.033,0.019,0.948,0.223,0.155,0.386,0.458,0.057,12/26/22 20:07,40,20.11944444,Zachary Noel,31:f4:e8:3e,40,DF,25,na,5,,,control drought
3182501,Whole Data Set,1,13.84277,30.54,0.00013,279.468,1.19,30.23,133.841,1.014,0.502,0.247,0.251,1.274,0.915,-0.087,0.172,0.036,12/26/22 20:08,41,20.13638889,Zachary Noel,31:f4:e8:3e,41,OEO-304,25,na,4,,,M. calciphila OEO-304
3182502,Whole Data Set,1,15.09277,30.6,0.00008,-81.053,1.07,5.82,17.05,0.38,0.759,0.174,0.066,1,0.635,0.212,0.153,-0.006,12/26/22 20:08,42,20.14527778,Zachary Noel,31:f4:e8:3e,42,DF,25,na,1,,,control drought
3182503,Whole Data Set,1,16.05371,30.7,0.00006,-1237.248,-1.41,1.98,6.3,0.972,0.698,0.153,0.149,-0.332,-1.342,2.668,-0.327,-0.074,12/26/22 20:09,43,20.15555556,Zachary Noel,31:f4:e8:3e,43,NVP5,25,na,3,,,M. elongata NVP
3182504,Whole Data Set,1,15.68066,30.8,0.00007,210.38,-0.65,1.22,4.359,1.501,0.624,0.15,0.226,1.219,0.17,0.328,0.502,0.015,12/26/22 20:09,44,20.16361111,Zachary Noel,31:f4:e8:3e,44,OEO-196,25,na,3,,,L. elongata OEO-196
3182505,Whole Data Set,1,15.16504,30.95,0.00083,50.019,0.48,33.09,289.527,1.433,0.254,0.307,0.44,2.143,0.127,0.351,0.522,0.042,12/26/22 20:10,45,20.17416667,Zachary Noel,31:f4:e8:3e,45,OEO-305,25,na,3,,,M. alpina OEO-305
3182506,Whole Data Set,1,16.87793,31.06,0.00126,50.864,0.37,47.49,210.643,0.992,0.501,0.251,0.248,1.064,0.15,-1.007,1.857,0.064,12/26/22 20:10,46,20.18166667,Zachary Noel,31:f4:e8:3e,46,NDF,25,240.71,0,,,control No-drought
3182507,Whole Data Set,1,17.22266,31.18,0.00007,148.064,-0.39,0.84,3.3,1.252,0.563,0.194,0.243,2.459,0.742,0.484,-0.226,0.01,12/26/22 20:11,47,20.19055556,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,25,na,4,,,P. citrinum CCH_F37_B
3182508,Whole Data Set,1,15.50684,31.37,0.00068,47.86,-0.36,25.52,148.064,1.075,0.383,0.297,0.319,0.97,0.205,0.205,0.591,0.033,12/26/22 20:12,48,20.20555556,Zachary Noel,31:f4:e8:3e,48,OEO-198,25,na,3,,,L. elongata OEO-198
3184127,Whole Data Set,1,22.88672,24.69,0.00009,-718.695,0.98,0.15,1.185,10.325,0.28,0.064,0.656,0.963,1.094,-0.432,0.338,-0.065,12/28/22 11:59,1,11.99805556,Zachary Noel,31:f4:e8:3e,1,OEO-196,27,90.85,4,,,L. elongata OEO-196
3184128,Whole Data Set,1,22.65625,24.84,0.00012,59.023,0.87,2.78,7.79,0.205,0.794,0.171,0.035,0.801,1.525,-0.736,0.211,0.007,12/28/22 12:00,2,12.00638889,Zachary Noel,31:f4:e8:3e,2,NDF,27,318.86,1,,,control No-drought
3184129,Whole Data Set,1,21.97363,25.06,0.00009,-2073.786,1.73,0.09,1.328,6.446,0.148,0.114,0.738,0.147,1.236,-2.306,2.07,-0.187,12/28/22 12:00,3,12.01583333,Zachary Noel,31:f4:e8:3e,3,DF,27,81.9,5,,,control drought
3184130,Whole Data Set,1,21.15723,25.21,0.00298,0.968,0.9,0.21,2.071,11.326,0.22,0.063,0.717,0.642,0.597,-0.972,1.375,0.003,12/28/22 12:01,4,12.02416667,Zachary Noel,31:f4:e8:3e,4,OEO-198,27,92.3,5,,,L. elongata OEO-198
3184131,Whole Data Set,1,20.8418,25.36,0.04851,0.018,1.53,0.09,1.131,11.689,0.174,0.065,0.761,0.779,0.159,-0.062,0.903,0.001,12/28/22 12:01,5,12.0325,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,27,87.08,4,,,P. citrinum CCH_F37_B
3184132,Whole Data Set,1,20.76465,25.52,0.00014,546.854,1.59,0.07,0.954,38.627,0.161,0.021,0.818,-0.686,0.735,0.378,-0.113,0.077,12/28/22 12:02,6,12.04111111,Zachary Noel,31:f4:e8:3e,6,OEO-305,27,85.28,5,,,M. alpina OEO-305
3184133,Whole Data Set,1,20.45996,25.65,0.00012,720.128,0.88,0.64,7.323,17.319,0.194,0.044,0.762,-0.197,-0.888,5.188,-3.3,0.086,12/28/22 12:02,7,12.04972222,Zachary Noel,31:f4:e8:3e,7,NVP5,27,89.83,4,,,M. elongata NVP
3184134,Whole Data Set,1,19.75977,25.78,0.01043,-92.317,0.41,0.69,12.449,13.212,0.124,0.062,0.814,-0.23,-0.984,1.767,0.217,-0.963,12/28/22 12:03,8,12.05972222,Zachary Noel,31:f4:e8:3e,8,OEO-304,27,85.4,4,,,M. calciphila OEO-304
3184135,Whole Data Set,1,19.48438,26.06,0.0002,223.937,1.05,37.69,114.885,-0.006,0.729,0.273,-0.002,0.242,0.289,-1.209,1.92,0.045,12/28/22 12:04,9,12.08,Zachary Noel,31:f4:e8:3e,9,NDF,27,297.56,1,,,control No-drought
3184136,Whole Data Set,1,21.22754,26.2,0.00004,2119.244,1.05,3.19,84.517,18.855,0.084,0.046,0.87,-0.814,-0.148,1.112,0.036,0.085,12/28/22 12:05,10,12.08777778,Zachary Noel,31:f4:e8:3e,10,OEO-305,27,86.84,5,,,M. alpina OEO-305
3184137,Whole Data Set,1,21.60742,26.37,0.00006,-96.917,3.18,1.65,85.349,41.023,0.043,0.023,0.934,-0.895,-0.012,1.24,-0.228,-0.006,12/28/22 12:05,11,12.09888889,Zachary Noel,31:f4:e8:3e,11,DF,27,79.73,5,,,control drought
3184138,Whole Data Set,1,21.92578,26.52,0.00048,60.156,3.49,11.47,335.291,4.996,0.076,0.154,0.77,1.136,0.316,-0.205,0.888,0.029,12/28/22 12:06,12,12.10805556,Zachary Noel,31:f4:e8:3e,12,OEO-198,27,92,5,,,L. elongata OEO-198
3184139,Whole Data Set,1,22.54688,26.72,0.00023,99.899,1.49,14.82,354.109,7.839,0.093,0.103,0.804,1.269,0.155,0.088,0.757,0.023,12/28/22 12:07,13,12.11694444,Zachary Noel,31:f4:e8:3e,13,OEO-304,27,83.29,5,,,M. calciphila OEO-304
3184140,Whole Data Set,1,22.46484,27,0.00009,205.996,1.63,4.37,511.074,19.201,0.019,0.049,0.932,0.169,0.737,-3.48,3.743,0.019,12/28/22 12:07,14,12.13083333,Zachary Noel,31:f4:e8:3e,14,OEO-196,27,87.84,5,,,L. elongata OEO-196
3184141,Whole Data Set,1,22.39062,27.19,0.00006,-866.563,1.82,4.95,439.713,39.75,0.025,0.024,0.951,-0.418,0.039,1.889,-0.928,-0.052,12/28/22 12:08,15,12.13944444,Zachary Noel,31:f4:e8:3e,15,NVP5,27,84.45,5,,,M. elongata NVP
3184142,Whole Data Set,1,22.36719,27.44,0.00179,1.929,1.79,7.73,476.927,12.761,0.036,0.07,0.894,0.848,0.387,-0.252,0.865,0.003,12/28/22 12:08,16,12.14916667,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,27,86.66,5,,,P. citrinum CCH_F37_B
3184143,Whole Data Set,1,21.35059,27.79,0.00013,573.877,1.96,0.87,4.623,4.986,0.418,0.097,0.485,0.615,0.375,-0.192,0.817,0.075,12/28/22 12:09,17,12.16527778,Zachary Noel,31:f4:e8:3e,17,OEO-305,27,87.54,4,,,M. alpina OEO-305
3184144,Whole Data Set,1,21.23926,27.97,0.00012,321.799,2.04,2.04,6.469,0.857,0.701,0.161,0.138,0.382,0.393,-0.28,0.887,0.039,12/28/22 12:10,18,12.17388889,Zachary Noel,31:f4:e8:3e,18,NDF,27,333.45,0,,,control No-drought
3184145,Whole Data Set,1,20.79199,28.19,0.00008,227.08,1.82,0.18,4.156,21.967,0.095,0.039,0.865,0.286,1.365,0.103,-0.468,0.018,12/28/22 12:10,19,12.18166667,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,27,84.46,4,,,P. citrinum CCH_F37_B
3184146,Whole Data Set,1,20.63574,28.44,0.00012,-512.733,1.35,0.26,11.171,62.148,0.052,0.015,0.933,-0.37,-0.281,2.792,-1.51,-0.062,12/28/22 12:11,20,12.19138889,Zachary Noel,31:f4:e8:3e,20,OEO-304,27,89.25,5,,,M. calciphila OEO-304
3184147,Whole Data Set,1,20.65723,28.65,0.00012,784.324,1.72,14.43,822.25,31.336,0.039,0.03,0.932,0.293,0.188,-0.935,1.747,0.094,12/28/22 12:12,21,12.20083333,Zachary Noel,31:f4:e8:3e,21,OEO-196,27,90.63,5,,,L. elongata OEO-196
3184148,Whole Data Set,1,20.49902,28.89,0.00011,1179.222,1.76,4.83,413.023,21.794,0.026,0.043,0.931,-0.146,-1.16,3.538,-1.379,0.13,12/28/22 12:12,22,12.21083333,Zachary Noel,31:f4:e8:3e,22,DF,27,86.16,5,,,control drought
3184149,Whole Data Set,1,20.40039,29.11,0.00091,56.975,2,29.12,325.187,4.66,0.199,0.141,0.659,1.454,0.097,0.012,0.89,0.052,12/28/22 12:13,23,12.2225,Zachary Noel,31:f4:e8:3e,23,NVP5,27,89.34,4,,,M. elongata NVP
3184150,Whole Data Set,1,20.49219,29.26,0.00068,53.829,2.07,22.75,936.331,3.084,0.054,0.232,0.714,1.22,0.148,-0.151,1.004,0.037,12/28/22 12:13,24,12.23027778,Zachary Noel,31:f4:e8:3e,24,OEO-198,27,91.73,4,,,L. elongata OEO-198
3184151,Whole Data Set,1,18.08008,29.58,0.00007,246.805,1.89,0.5,8.42,15.154,0.131,0.054,0.815,0.184,0.814,-1.223,1.409,0.017,12/28/22 12:14,25,12.24888889,Zachary Noel,31:f4:e8:3e,25,OEO-198,27,89.8,4,,,L. elongata OEO-198
3184152,Whole Data Set,1,18.66602,29.74,0.00028,13.356,1.89,0.71,3.879,3.203,0.408,0.141,0.451,1.364,0.509,-0.082,0.573,0.004,12/28/22 12:15,26,12.26027778,Zachary Noel,31:f4:e8:3e,26,OEO-304,27,84.7,4,,,M. calciphila OEO-304
3184153,Whole Data Set,1,18.14258,29.97,0.00012,218.224,1.04,1.26,3.963,0.894,0.706,0.155,0.139,-0.964,-0.093,1.797,-0.705,0.026,12/28/22 12:16,27,12.27416667,Zachary Noel,31:f4:e8:3e,27,NDF,27,297.55,0,,,control No-drought
3184154,Whole Data Set,1,17.9082,30.13,0.00017,37.085,1.46,1.24,7.201,6.872,0.383,0.078,0.539,0.354,0.313,-0.868,1.554,0.006,12/28/22 12:16,28,12.28222222,Zachary Noel,31:f4:e8:3e,28,OEO-196,27,90.84,4,,,L. elongata OEO-196
3184155,Whole Data Set,1,17.94141,30.36,0.00007,827.276,1.45,1.3,54.562,17.416,0.053,0.051,0.896,-0.376,-0.472,2.178,-0.705,0.058,12/28/22 12:17,29,12.29027778,Zachary Noel,31:f4:e8:3e,29,OEO-305,27,90.48,5,,,M. alpina OEO-305
3184156,Whole Data Set,1,18.66211,30.52,0.00013,91.06,1.55,10.73,851.22,23.387,0.028,0.04,0.932,-0.376,0.154,1.761,-0.915,0.012,12/28/22 12:18,30,12.30055556,Zachary Noel,31:f4:e8:3e,30,NVP5,27,82.9,5,,,M. elongata NVP
3184157,Whole Data Set,1,18.81445,30.71,0.00011,373.013,1.54,0.99,11.006,7.21,0.2,0.097,0.702,0.305,1.79,-1.577,0.788,0.041,12/28/22 12:18,31,12.30972222,Zachary Noel,31:f4:e8:3e,31,DF,27,89.44,5,,,control drought
3184158,Whole Data Set,1,19.01562,30.89,0.00047,37.808,1.66,33.02,120.309,0.818,0.61,0.214,0.175,5.179,0.036,0.893,0.071,0.018,12/28/22 12:19,32,12.31888889,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,27,85.83,4,,,P. citrinum CCH_F37_B
3184159,Whole Data Set,1,14.91406,31.08,0.00009,487.687,0.81,7.61,25.658,1.124,0.659,0.161,0.18,1.14,0.818,-0.003,0.185,0.044,12/28/22 12:24,33,12.41416667,Zachary Noel,31:f4:e8:3e,33,NDF,27,242.43,0,,,control No-drought
3184160,Whole Data Set,1,15.62988,31.08,0.00003,-417190.266,1.03,1.5,85.675,24.097,0.039,0.038,0.923,0.716,0.986,3.111,-3.097,-12.516,12/28/22 12:25,34,12.42277778,Zachary Noel,31:f4:e8:3e,34,OEO-305,27,77.8,4,,,M. alpina OEO-305
3184161,Whole Data Set,1,15.95898,31.11,0.00008,-73.895,1,3.44,162.858,26.007,0.047,0.035,0.917,-0.687,-0.054,1.425,-0.371,-0.006,12/28/22 12:25,35,12.43138889,Zachary Noel,31:f4:e8:3e,35,NVP5,27,82.7,5,,,M. elongata NVP
3184162,Whole Data Set,1,16.08203,31.17,0.00001,153.737,0.98,1.24,130.877,70.532,0.021,0.014,0.965,-0.806,0.024,1.618,-0.641,0.002,12/28/22 12:26,36,12.44027778,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,27,82.86,5,,,P. citrinum CCH_F37_B
